Sum,Percent min,Percent max,Percent below avg,Percent above avg,N min,N max,N below avg,N above avg,Avg diff from min [%],Avg std from min [%],Avg diff from max [%],Avg std from max
24761525,86.43,0,100,0,121,0,140,0,0.69,2.79,60,39.16
