Sum,Percent min,Percent max,Percent below avg,Percent above avg,N min,N max,N below avg,N above avg,Avg diff from min [%],Avg std from min [%],Avg diff from max [%],Avg std from max
18543844,60.77,0,100,0,79,0,129,0,1.05,4.02,49.33,27.65
